VENDOR123,true,category,2018-12-28 11:54:26.408
VENDOR456,true,category,2018-12-28 11:54:26.408
VENDOR789,true,category,2018-12-28 11:54:26.408
VENDOR123,true,category,2018-12-28 11:55:25.283
VENDOR456,true,category,2018-12-28 11:55:25.283
VENDOR789,true,category,2018-12-28 11:55:25.283
VENDOR777,true,category,2018-12-28 11:55:25.283
VENDOR888,true,category,2018-12-28 11:55:25.283
VENDOR999,true,category,2018-12-28 11:55:25.283
VENDOR123,true,category,2018-12-28 12:01:56.45
VENDOR456,true,category,2018-12-28 12:01:56.45
VENDOR789,true,category,2018-12-28 12:01:56.45
VENDOR777,true,category,2018-12-28 12:01:56.45
VENDOR888,true,category,2018-12-28 12:01:56.45
VENDOR999,true,category,2018-12-28 12:01:56.45
VENDOR123,true,category,2018-12-28 12:16:47.277
VENDOR456,true,category,2018-12-28 12:16:47.277
VENDOR789,true,category,2018-12-28 12:16:47.277
VENDOR777,true,category,2018-12-28 12:16:47.277
VENDOR888,true,category,2018-12-28 12:16:47.277
VENDOR999,true,category,2018-12-28 12:16:47.277
VENDOR123,true,category,2018-12-28 12:16:48.053
VENDOR456,true,category,2018-12-28 12:16:48.053
VENDOR789,true,category,2018-12-28 12:16:48.053
VENDOR777,true,category,2018-12-28 12:16:48.053
VENDOR888,true,category,2018-12-28 12:16:48.053
VENDOR999,true,category,2018-12-28 12:16:48.053
VENDOR123,true,category,2018-12-28 12:16:49.056
VENDOR456,true,category,2018-12-28 12:16:49.056
VENDOR789,true,category,2018-12-28 12:16:49.056
VENDOR777,true,category,2018-12-28 12:16:49.056
VENDOR888,true,category,2018-12-28 12:16:49.056
VENDOR999,true,category,2018-12-28 12:16:49.056
VENDOR123,true,category,2018-12-28 12:16:50.059
VENDOR456,true,category,2018-12-28 12:16:50.059
VENDOR789,true,category,2018-12-28 12:16:50.059
VENDOR777,true,category,2018-12-28 12:16:50.059
VENDOR888,true,category,2018-12-28 12:16:50.059
VENDOR999,true,category,2018-12-28 12:16:50.059
VENDOR123,true,category,2018-12-28 12:16:51.098
VENDOR456,true,category,2018-12-28 12:16:51.098
VENDOR789,true,category,2018-12-28 12:16:51.098
VENDOR777,true,category,2018-12-28 12:16:51.098
VENDOR888,true,category,2018-12-28 12:16:51.098
VENDOR999,true,category,2018-12-28 12:16:51.098
VENDOR123,true,category,2018-12-28 12:19:10.17
VENDOR456,true,category,2018-12-28 12:19:10.17
VENDOR789,true,category,2018-12-28 12:19:10.17
VENDOR777,true,category,2018-12-28 12:19:10.17
VENDOR888,true,category,2018-12-28 12:19:10.17
VENDOR999,true,category,2018-12-28 12:19:10.17
VENDOR123,true,category,2018-12-28 12:20:10.05
VENDOR456,true,category,2018-12-28 12:20:10.05
VENDOR789,true,category,2018-12-28 12:20:10.05
VENDOR777,true,category,2018-12-28 12:20:10.05
VENDOR888,true,category,2018-12-28 12:20:10.05
VENDOR999,true,category,2018-12-28 12:20:10.05
VENDOR123,true,category,2018-12-28 12:21:10.051
VENDOR456,true,category,2018-12-28 12:21:10.051
VENDOR789,true,category,2018-12-28 12:21:10.051
VENDOR777,true,category,2018-12-28 12:21:10.051
VENDOR888,true,category,2018-12-28 12:21:10.051
VENDOR999,true,category,2018-12-28 12:21:10.051
VENDOR123,true,category,2018-12-28 21:57:10.263
VENDOR456,true,category,2018-12-28 21:57:10.263
VENDOR789,true,category,2018-12-28 21:57:10.263
VENDOR777,true,category,2018-12-28 21:57:10.263
VENDOR888,true,category,2018-12-28 21:57:10.263
VENDOR999,true,category,2018-12-28 21:57:10.263
VENDOR123,true,category,2018-12-29 09:08:18.257
VENDOR456,true,category,2018-12-29 09:08:18.257
VENDOR789,true,category,2018-12-29 09:08:18.257
VENDOR777,true,category,2018-12-29 09:08:18.257
VENDOR888,true,category,2018-12-29 09:08:18.257
VENDOR999,true,category,2018-12-29 09:08:18.257
VENDOR123,true,category,2018-12-29 09:18:08.561
VENDOR456,true,category,2018-12-29 09:18:08.561
VENDOR789,true,category,2018-12-29 09:18:08.561
VENDOR777,true,category,2018-12-29 09:18:08.561
VENDOR888,true,category,2018-12-29 09:18:08.561
VENDOR999,true,category,2018-12-29 09:18:08.561
VENDOR123,true,category,2018-12-29 09:32:19.691
VENDOR456,true,category,2018-12-29 09:32:19.691
VENDOR789,true,category,2018-12-29 09:32:19.691
VENDOR777,true,category,2018-12-29 09:32:19.691
VENDOR888,true,category,2018-12-29 09:32:19.691
VENDOR999,true,category,2018-12-29 09:32:19.691
VENDOR123,true,category,2018-12-29 09:33:10.167
VENDOR456,true,category,2018-12-29 09:33:10.167
VENDOR789,true,category,2018-12-29 09:33:10.167
VENDOR777,true,category,2018-12-29 09:33:10.167
VENDOR888,true,category,2018-12-29 09:33:10.167
VENDOR999,true,category,2018-12-29 09:33:10.167
VENDOR123,true,category,2019-01-02 12:30:10.702
VENDOR456,true,category,2019-01-02 12:30:10.702
VENDOR789,true,category,2019-01-02 12:30:10.702
VENDOR777,true,category,2019-01-02 12:30:10.702
VENDOR888,true,category,2019-01-02 12:30:10.702
VENDOR999,true,category,2019-01-02 12:30:10.702
VENDOR123,true,category,2019-01-02 12:31:12.286
VENDOR456,true,category,2019-01-02 12:31:12.286
VENDOR789,true,category,2019-01-02 12:31:12.286
VENDOR777,true,category,2019-01-02 12:31:12.286
VENDOR888,true,category,2019-01-02 12:31:12.286
VENDOR999,true,category,2019-01-02 12:31:12.286
VENDOR123,true,category,2019-01-02 12:32:10.064
VENDOR456,true,category,2019-01-02 12:32:10.064
VENDOR789,true,category,2019-01-02 12:32:10.064
VENDOR777,true,category,2019-01-02 12:32:10.064
VENDOR888,true,category,2019-01-02 12:32:10.064
VENDOR999,true,category,2019-01-02 12:32:10.064
VENDOR123,true,category,2019-01-02 12:33:10.071
VENDOR456,true,category,2019-01-02 12:33:10.071
VENDOR789,true,category,2019-01-02 12:33:10.071
VENDOR777,true,category,2019-01-02 12:33:10.071
VENDOR888,true,category,2019-01-02 12:33:10.071
VENDOR999,true,category,2019-01-02 12:33:10.071
VENDOR123,true,category,2019-01-02 12:34:10.743
VENDOR456,true,category,2019-01-02 12:34:10.743
VENDOR789,true,category,2019-01-02 12:34:10.743
VENDOR777,true,category,2019-01-02 12:34:10.743
VENDOR888,true,category,2019-01-02 12:34:10.743
VENDOR999,true,category,2019-01-02 12:34:10.743
VENDOR123,true,category,2019-01-02 12:35:10.119
VENDOR456,true,category,2019-01-02 12:35:10.119
VENDOR789,true,category,2019-01-02 12:35:10.119
VENDOR777,true,category,2019-01-02 12:35:10.119
VENDOR888,true,category,2019-01-02 12:35:10.119
VENDOR999,true,category,2019-01-02 12:35:10.119
VENDOR123,true,category,2019-01-02 12:45:52.479
VENDOR456,true,category,2019-01-02 12:45:52.479
VENDOR789,true,category,2019-01-02 12:45:52.479
VENDOR777,true,category,2019-01-02 12:45:52.479
VENDOR888,true,category,2019-01-02 12:45:52.479
VENDOR999,true,category,2019-01-02 12:45:52.479
VENDOR123,true,category,2019-01-02 12:46:10.152
VENDOR456,true,category,2019-01-02 12:46:10.152
VENDOR789,true,category,2019-01-02 12:46:10.152
VENDOR777,true,category,2019-01-02 12:46:10.152
VENDOR888,true,category,2019-01-02 12:46:10.152
VENDOR999,true,category,2019-01-02 12:46:10.152
VENDOR123,true,category,2019-01-02 12:47:10.087
VENDOR456,true,category,2019-01-02 12:47:10.087
VENDOR789,true,category,2019-01-02 12:47:10.087
VENDOR777,true,category,2019-01-02 12:47:10.087
VENDOR888,true,category,2019-01-02 12:47:10.087
VENDOR999,true,category,2019-01-02 12:47:10.087
VENDOR123,true,category,2019-01-02 12:48:10.074
VENDOR456,true,category,2019-01-02 12:48:10.074
VENDOR789,true,category,2019-01-02 12:48:10.074
VENDOR777,true,category,2019-01-02 12:48:10.074
VENDOR888,true,category,2019-01-02 12:48:10.074
VENDOR999,true,category,2019-01-02 12:48:10.074
VENDOR123,true,category,2019-01-02 12:49:10.061
VENDOR456,true,category,2019-01-02 12:49:10.061
VENDOR789,true,category,2019-01-02 12:49:10.061
VENDOR777,true,category,2019-01-02 12:49:10.061
VENDOR888,true,category,2019-01-02 12:49:10.061
VENDOR999,true,category,2019-01-02 12:49:10.061
VENDOR123,true,category,2019-01-02 12:50:10.059
VENDOR456,true,category,2019-01-02 12:50:10.059
VENDOR789,true,category,2019-01-02 12:50:10.059
VENDOR777,true,category,2019-01-02 12:50:10.059
VENDOR888,true,category,2019-01-02 12:50:10.059
VENDOR999,true,category,2019-01-02 12:50:10.059
VENDOR123,true,category,2019-01-02 12:51:10.047
VENDOR456,true,category,2019-01-02 12:51:10.047
VENDOR789,true,category,2019-01-02 12:51:10.047
VENDOR777,true,category,2019-01-02 12:51:10.047
VENDOR888,true,category,2019-01-02 12:51:10.047
VENDOR999,true,category,2019-01-02 12:51:10.047
VENDOR123,true,category,2019-01-02 12:52:10.088
VENDOR456,true,category,2019-01-02 12:52:10.088
VENDOR789,true,category,2019-01-02 12:52:10.088
VENDOR777,true,category,2019-01-02 12:52:10.088
VENDOR888,true,category,2019-01-02 12:52:10.088
VENDOR999,true,category,2019-01-02 12:52:10.088
VENDOR123,true,category,2019-01-02 12:53:10.066
VENDOR456,true,category,2019-01-02 12:53:10.066
VENDOR789,true,category,2019-01-02 12:53:10.066
VENDOR777,true,category,2019-01-02 12:53:10.066
VENDOR888,true,category,2019-01-02 12:53:10.066
VENDOR999,true,category,2019-01-02 12:53:10.066
VENDOR123,true,category,2019-01-02 12:54:10.064
VENDOR456,true,category,2019-01-02 12:54:10.064
VENDOR789,true,category,2019-01-02 12:54:10.064
VENDOR777,true,category,2019-01-02 12:54:10.064
VENDOR888,true,category,2019-01-02 12:54:10.064
VENDOR999,true,category,2019-01-02 12:54:10.064
VENDOR123,true,category,2019-01-02 12:55:10.063
VENDOR456,true,category,2019-01-02 12:55:10.063
VENDOR789,true,category,2019-01-02 12:55:10.063
VENDOR777,true,category,2019-01-02 12:55:10.063
VENDOR888,true,category,2019-01-02 12:55:10.063
VENDOR999,true,category,2019-01-02 12:55:10.063
VENDOR123,true,category,2019-01-02 12:56:10.091
VENDOR456,true,category,2019-01-02 12:56:10.091
VENDOR789,true,category,2019-01-02 12:56:10.091
VENDOR777,true,category,2019-01-02 12:56:10.091
VENDOR888,true,category,2019-01-02 12:56:10.091
VENDOR999,true,category,2019-01-02 12:56:10.091
VENDOR123,true,category,2019-01-03 10:06:10.079
VENDOR456,true,category,2019-01-03 10:06:10.079
VENDOR789,true,category,2019-01-03 10:06:10.079
VENDOR777,true,category,2019-01-03 10:06:10.079
VENDOR888,true,category,2019-01-03 10:06:10.079
VENDOR999,true,category,2019-01-03 10:06:10.079
VENDOR123,true,category,2019-01-03 10:07:10.112
VENDOR456,true,category,2019-01-03 10:07:10.112
VENDOR789,true,category,2019-01-03 10:07:10.112
VENDOR777,true,category,2019-01-03 10:07:10.112
VENDOR888,true,category,2019-01-03 10:07:10.112
VENDOR999,true,category,2019-01-03 10:07:10.112
VENDOR123,true,category,2019-01-03 10:07:24.473
VENDOR456,true,category,2019-01-03 10:07:24.473
VENDOR789,true,category,2019-01-03 10:07:24.473
VENDOR777,true,category,2019-01-03 10:07:24.473
VENDOR888,true,category,2019-01-03 10:07:24.473
VENDOR999,true,category,2019-01-03 10:07:24.473
VENDOR123,true,category,2019-01-03 10:07:32.517
VENDOR456,true,category,2019-01-03 10:07:32.517
VENDOR789,true,category,2019-01-03 10:07:32.517
VENDOR777,true,category,2019-01-03 10:07:32.517
VENDOR888,true,category,2019-01-03 10:07:32.517
VENDOR999,true,category,2019-01-03 10:07:32.517
